"CATEGORY_NAME","CONTENT_ID","DEPTH","END_DATE","EVENT_NAME","EVENT_TYPE_NAME","EXPIRE_DATE","LAST_UPDATED_DATE","LENGTH","LOCATION","PUBLISH_DATE","START_DATE","STATUS","SUMMARY_TEXT","TEXT","URL",
"Calendar",797981,1,"2022-01-05 03:30:00 UTC"," PCCEP  Behavioral Health Subcommittee January Public Meeting ","Community Events","","2022-01-04 21:53:21 UTC","","Zoom ","2021-12-16 19:28:00 UTC","2022-01-05 02:00:00 UTC","A","PCCEP  Behavioral Health Subcommittee January Public Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/798071"">View Agenda</a></strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Zoom Link:</strong> <a href=""https://us02web.zoom.us/j/84340981930""><strong>https://us02web.zoom.us/j/84340981930</strong></a><strong></strong></p>
<p>One tap mobile: +12532158782,,84340981930# US</p>
<p>Dial In: +1 253 215 8782 US</p>
<p>Meeting ID: 843 4098 1930</p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/797981",
"Calendar",797983,1,"2022-01-11 03:30:00 UTC","PCCEP Youth Subcommittee January Public Meeting","Community Events","","2022-01-11 02:13:05 UTC","","Zoom ","2021-12-16 19:55:00 UTC","2022-01-11 02:00:00 UTC","A","PCCEP Youth Subcommittee January Public Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/798140"">View Agenda</a></strong>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p class=""Style4"">Zoom Meeting Link:&nbsp;<a href=""https://us02web.zoom.us/j/89041235216"">https://us02web.zoom.us/j/89041235216</a><a href=""https://us02web.zoom.us/j/83480123051""><br /></a></p>
<p>Meeting ID: 890 4123 5216<br />One tap mobile<br />+13462487799,,89041235216# US (Houston)</p>
<p>Dial by your location<br /><br /> +1 253 215 8782 US&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/797983",
"Calendar",797985,1,"2022-01-12 03:30:00 UTC","PCCEP Steering Committee January Public Meeting","Community Events","","2022-01-11 00:45:55 UTC","","Zoom ","2021-12-16 19:57:00 UTC","2022-01-12 02:00:00 UTC","A","PCCEP Steering Committee January Public Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/798164"">View Agenda</a></strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>Zoom Meeting Link<a href=""https://portlandoregongov-my.sharepoint.com/personal/claudia_claudio_portlandoregon_gov/Documents/:%20https:/us02web.zoom.us/j/85893513853"">:</a> <a href=""https://us02web.zoom.us/j/83480123051"">https://us02web.zoom.us/j/83480123051</a></p>
<p>One tap mobile: +13462487799,,83480123051# US</p>
<p>Dial by your location: +1 253 215 8782 US</p>
<p>Meeting ID: 834 8012 3051</p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/797985",
"Calendar",797987,1,"2022-01-14 03:00:00 UTC","PCCEP Settlement Agreement and Policy Subcommittee January Public Meeting","Community Events","","2022-01-11 22:49:19 UTC","","Zoom ","2021-12-16 20:02:00 UTC","2022-01-14 01:30:00 UTC","A","PCCEP Settlement Agreement and Policy Subcommittee January Public Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><a href=""/pccep/article/798214"">View Agenda&nbsp;</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Zoom Meeting Link: <a href=""https://us02web.zoom.us/j/84107960822"">https://us02web.zoom.us/j/84107960822</a></strong></p>
<p><strong>Meeting ID: 841 0796 0822</strong></p>
<p><strong>One tap mobile: &nbsp;+16699006833,,84107960822# US</strong></p>
<p><strong>Dial by your location: &nbsp;&nbsp;&nbsp;+1 253 215 8782 US</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/797987",
"Calendar",797986,1,"2022-01-21 03:30:00 UTC","PCCEP Racial Equity January Public Meeting ","Community Events","","2022-01-21 01:37:20 UTC","","Zoom ","2021-12-16 19:59:00 UTC","2022-01-21 02:00:00 UTC","A","PCCEP Racial Equity Subcommittee January Public Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><a href=""/pccep/article/798285"">View Agenda&nbsp;</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Zoom Meeting Link:</strong> <a href=""https://us02web.zoom.us/j/84168816494"">https://us02web.zoom.us/j/84168816494</a><strong></strong></p>
<p>Dial by your location: +1 253 215 8782 US</p>
<p>One tap mobile: +16699006833,,84168816494# US</p>
<p>&nbsp;Meeting ID: 841 6881 6494</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/797986",
"Calendar",798216,1,"2022-01-24 04:00:00 UTC","Body Worn Cameras Community Forum","Community Events","","2022-01-23 23:33:14 UTC","","Zoom","2022-01-12 03:49:00 UTC","2022-01-24 02:00:00 UTC","A","Body Worn Cameras Community Forum","<p>Portland police officers&nbsp;will be outfitted&nbsp;with body-worn cameras to record their interactions with community members. The&nbsp;City would like&nbsp;to hear from the community before implementing this technology. This forum has been organized by COCL and PCCEP to gather input from community&nbsp;in order to offer guidance to the city on crafting a body-worn camera policy.</p>
<p><strong>YouTube livestream:&nbsp;<a href=""https://youtu.be/JyrbrN4s-UQ"">https://youtu.be/JyrbrN4s-UQ</a></strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/798353"">VIEW AGENDA</a></strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>Zoom info:</p>
<p><strong>Join Zoom Meeting</strong></p>
<p><strong><a href=""https://us02web.zoom.us/j/87065273646"">https://us02web.zoom.us/j/87065273646</a></strong></p>
<p><strong>&nbsp;</strong><strong>Meeting ID: 870 6527 3646</strong></p>
<p><strong>One tap mobile</strong></p>
<p><strong>+12532158782,,87065273646# US&nbsp;</strong></p>
<p><strong>Dial by your location</strong></p>
<p><strong>&nbsp;+1 253 215 8782 US&nbsp;</strong></p>
<p><strong>Meeting ID: 870 6527 3646</strong></p>
<p>&nbsp;</p>
<p><strong>&nbsp;On Television:</strong></p>
<p><strong>Channel 30: Tuesday, 01-25-2022 08:30 pm</strong><br /><strong> Channel 30: Monday, 02-07-2022 08:00 pm</strong><br /><strong> Channel 30: Tuesday, 02-08-2022 06:00 pm</strong></p>","https://www.portlandoregon.gov/pccep/article/798216",
"Calendar",797988,1,"2022-01-26 04:00:00 UTC","PCCEP January Full Board Public Meeting ","Community Events","","2022-01-21 19:57:19 UTC","","Zoom ","2021-12-16 20:03:00 UTC","2022-01-26 01:00:00 UTC","A","PCCEP January Full Board Public Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/798252"">View Agenda&nbsp;</a></strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Zoom Meeting Link: <a href=""https://us02web.zoom.us/j/82130390139"">https://us02web.zoom.us/j/82130390139</a></strong></p>
<p>One tap mobile: +12532158782,,82130390139# US</p>
<p>Dial by your location: +1 253 215 8782 US</p>
<p>Meeting ID: 821 3039 0139</p>
<p><strong>&nbsp;</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/797988",
"Calendar",798354,1,"2022-02-02 03:30:00 UTC","PCCEP Behavioral Health Subcommittee February Public Meeting","Community Events","","2022-02-02 02:07:18 UTC","","Zoom ","2022-01-24 03:12:00 UTC","2022-02-02 02:00:00 UTC","A","PCCEP Behavioral Health Subcommittee February Public Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p><span style=""font-size: 1.1em;""><a href=""/pccep/article/798452"">VIEW AGENDA&nbsp;</a></span>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/798354",
"Calendar",798359,1,"2022-02-04 03:30:00 UTC","PCCEP Racial Equity Subcommittee Follow up Meeting -PPB Slides ","Community Events","","2022-02-03 16:09:35 UTC","","Zoom ","2022-01-24 03:21:00 UTC","2022-02-04 02:00:00 UTC","A","PCCEP Racial Equity Subcommittee Follow up Meeting -PPB Slides","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p><a href=""/pccep/article/798426"">VIEW AGENDA&nbsp;</a>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/798359",
"Calendar",798357,1,"2022-02-09 04:00:00 UTC","PCCEP Steering Committee February Public Meeting","Community Events","","2022-02-09 01:59:11 UTC","","Zoom ","2022-01-24 03:18:00 UTC","2022-02-09 02:00:00 UTC","A","PCCEP Steering Committee February Public Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p><a href=""/pccep/article/798621"">VIEW AGENDA&nbsp;</a></p>
<p>&nbsp;</p>
<p>Zoom Link:<a href=""https://us02web.zoom.us/j/81819812916""> https://us02web.zoom.us/j/81819812916 </a></p>
<p>Meeting ID: 818 1981 2916</p>
<p>One tap mobile:+12532158782,,81819812916#</p>
<p>Dial by your location: +1 253 215 8782 US</p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/798357",
"Calendar",798356,1,"2022-02-11 03:30:00 UTC","PCCEP Settlement Agreement and Policy Subcommittee February Public Meeting","Community Events","","2022-02-08 01:29:28 UTC","","Zoom ","2022-01-24 03:16:00 UTC","2022-02-11 02:00:00 UTC","A","PCCEP Settlement Agreement and Policy Subcommittee February Public Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p><a href=""/pccep/article/798618"">VIEW AGENDA&nbsp;</a></p>
<p>&nbsp;</p>
<p><strong>Zoom Meeting Link: <a href=""https://us02web.zoom.us/j/89159961449"">https://us02web.zoom.us/j/89159961449</a></strong></p>
<p><strong>Meeting ID: 891 5996 1449</strong></p>
<p><strong>One tap mobile: +13462487799,,89159961449# US</strong></p>
<p><strong>Dial by your location: +1 253 215 8782 US</strong></p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/798356",
"Calendar",798355,1,"2022-02-15 03:30:00 UTC","PCCEP Youth Subcommittee February Meeting","Community Events","","2022-02-15 02:30:44 UTC","","Zoom ","2022-01-24 03:15:00 UTC","2022-02-15 02:00:00 UTC","A","PCCEP Youth Subcommittee February Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p><a href=""/pccep/article/798667"">VIEW AGENDA&nbsp;</a></p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/798355",
"Calendar",798358,1,"2022-02-18 03:30:00 UTC","PCCEP Racial Equity Subcommittee February Public Meeting ","Community Events","","2022-02-14 18:51:25 UTC","","Zoom ","2022-01-24 03:20:00 UTC","2022-02-18 02:00:00 UTC","A","PCCEP Racial Equity Subcommittee February Public Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p><a href=""/pccep/article/798695"">VIEW AGENDA&nbsp;</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Zoom Meeting Link:</strong> <a href=""https://us02web.zoom.us/j/86882123677"">https://us02web.zoom.us/j/86882123677</a><strong></strong></p>
<p>Dial by your location: +12532158782,,86882123677# US &nbsp;</p>
<p>One tap mobile: +1 253 215 8782 US</p>
<p>&nbsp;Meeting ID: 868 8212 3677</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/798358",
"Calendar",798360,1,"2022-02-23 04:00:00 UTC","PCCEP February Full Board Meeting ","Community Events","","2022-02-16 00:29:16 UTC","","Zoom ","2022-01-24 03:24:00 UTC","2022-02-23 01:00:00 UTC","A","PCCEP February Full Board Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><a href=""/pccep/article/798732"">VIEW AGENDA&nbsp;</a></p>
<p>&nbsp;</p>
<p>Join Zoom Meeting<br /><a href=""https://us02web.zoom.us/j/86393025352"">https://us02web.zoom.us/j/86393025352</a></p>
<p>Meeting ID: 863 9302 5352</p>
<p><br />One tap mobile<br />+12532158782,,86393025352# US&nbsp;</p>
<p>Dial by your location<br /> +1 253 215 8782 US&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/798360",
"Calendar",798803,1,"2022-03-02 03:30:00 UTC","PCCEP Behavioral Health Subcommittee March Meeting ","Community Events","","2022-02-25 18:52:14 UTC","","Zoom ","2022-02-25 18:50:00 UTC","2022-03-02 02:00:00 UTC","A","Portland Committee on Community Engaged Policing (PCCEP) Behavioral Health Subcommittee","<p><a href=""/pccep/article/798802"">View Agenda&nbsp;</a></p>
<p>&nbsp;</p>
<p><strong>Zoom Link: </strong></p>
<p>One tap mobile: <a href=""https://us02web.zoom.us/j/82652504760"">https://us02web.zoom.us/j/82652504760</a></p>
<p>Meeting ID: 826 5250 4760</p>
<p>One tap mobile: +12532158782,,82652504760# US</p>
<p>Dial In:+1 253 215 8782 US</p>","https://www.portlandoregon.gov/pccep/article/798803",
