id,chapter_id,number,text,name,url
5-75-030,5-75,030, ,5.75.030  Filing an Amended Claim.,/article/187917
5-75-040,5-75,040, ,5.75.040  Review of Amended Claim by Program Manager.,/article/187924
5-75-050,5-75,050, ,5.75.050  Hearing on Amended Claim by City Council.,/article/187925
5-75-060,5-75,060, ,5.75.060  Filing a New Claim.,/article/187926
5-75-070,5-75,070, ,5.75.070  Review of New Claim by Program Manager.,/article/187928
5-75-080,5-75,080, ,5.75.080  Hearing on New Claim by City Council.,/article/187929
5-75-090,5-75,090, ,5.75.090   Claim Processing Fee,/article/187931
5-75-100,5-75,100, ,5.75.100   Determination of Common Law Vested Right.,/article/187932
5-75-110,5-75,110, ,5.75.110   Hearing on a Common Law Vested Right By City Council.,/article/187933
6-04-010,6-04,010, ,6.04.010  Definitions.,/article/738497
6-04-020,6-04,020, ,6.04.020  Tax Imposed.,/article/627244
6-04-025,6-04,025, ,6.04.025  Administrative Authority.,/article/627245
6-04-030,6-04,030, ,6.04.030  Collection of Tax by Operator.,/article/627246
6-04-040,6-04,040, ,6.04.040  Booking Agent and Operator Duties.,/article/738498
6-04-050,6-04,050, ,6.04.050  Exemptions.,/article/627248
6-04-060,6-04,060, ,6.04.060  Registration of Operator; Form and Contents; Certification of Authority.,/article/627249
6-04-070,6-04,070, ,6.04.070  Due Date; Returns and Payments.,/article/627250
6-04-080,6-04,080, ,6.04.080  Penalties and Interest.,/article/738499
6-04-090,6-04,090, ,"6.04.090  Deficiency Determination; Fraud, Evasion, Operator Delay.",/article/627252
6-04-100,6-04,100, ,6.04.100  Redeterminations.,/article/627254
6-04-110,6-04,110, ,6.04.110  Security for Collection of Tax.,/article/627257
6-04-120,6-04,120, ,6.04.120  Credits or Refunds.,/article/627258
6-04-130,6-04,130, ,6.04.130  Administration and Recordkeeping.,/article/649310
6-04-140,6-04,140, ,6.04.140  Business License Appeals Board; Hearings Officer; Appeal; Rules.,/article/627262
6-04-150,6-04,150, ,"6.04.150  Appeal to Business License Appeals Board, Hearings Officer.",/article/627264
6-04-155,6-04,155, ,6.04.155  Appeal of Penalty or Interest Assessments.,/article/627265
6-04-160,6-04,160, ,6.04.160  Appeals to City Council.,/article/359878
6-04-165,6-04,165, ,6.04.165 Presumptive Tax for Failure to Register or File Returns.,/article/627266
6-04-170,6-04,170, ,6.04.170  Civil Penalties for Violations of this Chapter.,/article/627267
6-05-010,6-05,010, ,6.05.010	Portland Tourism Improvement District.,/article/696397
6-05-020,6-05,020, ,6.05.020	Definitions.,/article/696404
6-05-030,6-05,030, ,6.05.030  License Registration Required.,/article/696405
6-05-040,6-05,040, ,6.05.040  License Transfer.,/article/585523
6-05-050,6-05,050, ,6.05.050  License Term.,/article/696407
6-05-060,6-05,060, ,6.05.060  Portland Tourism Improvement District License Rate.,/article/696408
6-05-070,6-05,070, ,6.05.070  Due Date; Returns and Payments.,/article/696409
6-05-080,6-05,080, ,6.05.080  Disposition of License Fees.,/article/585526
6-05-090,6-05,090, ,"6.05.090  Authority of Director to Adopt Rules, Procedures, and Forms.",/article/585527
6-05-100,6-05,100, ,6.05.100  Penalties and Interest.,/article/696412
6-05-105,6-05,105, ,6.05.105  Business License Appeals Board; Hearings Officer; Appeal; Rules.,/article/585530
6-05-110,6-05,110, ,6.05.110  Civil Penalties.,/article/696415
6-05-120,6-05,120, ,6.05.120  Revenues and Programs.,/article/696416
6-05-130,6-05,130, ,6.05.130  Portland Tourism Improvement District Periodic Sunset Review.,/article/585536
6-05-140,6-05,140, ,6.05.140  Severability.,/article/407993
6-06-010,6-06,010, ,6.06.010   License Required.,/article/408093
6-06-020,6-06,020, ,6.06.020  Definitions.,/article/730223
6-06-030,6-06,030, ,"6.06.030   Authority of Manager to Adopt Rules, Procedures and Forms.",/article/408097
6-06-040,6-06,040, ,6.06.040   License.,/article/408098
6-06-050,6-06,050, ,6.06.050  Exemptions from License Requirements.,/article/21974
6-06-060,6-06,060, ,6.06.060   License Transfer.,/article/408099
6-06-070,6-06,070, ,6.06.070   Contents of License.,/article/408101
6-06-080,6-06,080, ,6.06.080   License Term.,/article/408102
6-06-090,6-06,090, ,6.06.090   Preparation and Notice of Fee.,/article/408104
6-06-095,6-06,095, ,6.06.095   Preparation and Notice of Fee Adjustment.,/article/408105
6-06-100,6-06,100, ,6.06.100   Appeals.,/article/408106
6-06-110,6-06,110, ,6.06.110   Registration for License.,/article/408107
6-06-120,6-06,120, ,6.06.120   Interest on Delayed Application.,/article/408108
6-06-140,6-06,140, ,6.06.140   Fee Payment in Two Installments.,/article/408114
6-06-145,6-06,145, ,6.06.145   Fee Payment in One Installment.,/article/408115
6-06-150,6-06,150, ,6.06.150   Penalty and Interest on Failure to Pay Fee.,/article/408116
6-06-160,6-06,160, ,6.06.160   Civil Penalties.,/article/408117
6-06-180,6-06,180, ,6.06.180   Severability.,/article/408118
6-06-190,6-06,190, ,6.06.190   Clean & Safe District.,/article/408119
6-06-200,6-06,200, ,6.06.200   Clean & Safe District Fee Rates for Engaging in Business Property Management Activities.,/article/408120
6-06-210,6-06,210, ,6.06.210   Clean & Safe District Fee Rates for Engaging in Residential Property Management Activities.,/article/408121
6-06-211,6-06,211, ,6.06.211   Clean & Safe District Fee Rates for Engaging in Affordable Residential Rental Property Management Activities.,/article/408122
6-06-212,6-06,212, ,6.06.212  Clean & Safe District Exempt Property.,/article/408132
6-06-213,6-06,213, ,6.06.213   Computation of Clean & Safe District License Fee for Management of Mixed Use Properties.,/article/408133
6-06-214,6-06,214, ,6.06.214  Clean & Safe District Square Footage of Improvements.,/article/408134
6-06-215,6-06,215, ,6.06.215   Pledging of Clean & Safe District License Fee Revenues.,/article/408135
6-06-216,6-06,216, ,6.06.216  Lighting and District Amenities Revenues and Program.,/article/471251
6-06-220,6-06,220, ,6.06.220  Clean & Safe District Periodic Sunset Review.,/article/408137
6-06-230,6-06,230, ,6.06.230   Clean & Safe District Early Termination.,/article/408138
6-06-240,6-06,240, ,6.06.240  Request Annual CPI Increase to be Different than Calculated.,/article/553936
6-06-250,6-06,250, ,6.06.250  Lloyd District.,/article/474892
6-06-260,6-06,260, ,6.06.260   Lloyd Business District Fee Rates for Engaging in  Property  Management Activities.,/article/474893
6-06-270,6-06,270, ,6.06.270  Revisions to License Fee Year Schedule.,/article/553937
6-06-280,6-06,280, ,6.06.280   Lloyd District Periodic Sunset Review.,/article/474895
6-06-290,6-06,290, ,6.06.290  Lloyd District Early Termination.,/article/474896
6-06-300,6-06,300, ,6.06.300  Request That Annual Lloyd District Escalator Be Lowered.,/article/553939
6-06-310,6-06,310, ,6.06.310  Central Eastside Industrial District.,/article/730224
6-06-320,6-06,320, ,6.06.320  Central Eastside Industrial District Fee Rates for Engaging in Property Management Activities.,/article/730225
6-06-330,6-06,330, ,6.06.330  Revisions to License Fee Year Schedule.,/article/730226
6-06-340,6-06,340, ,6.06.340  Central Eastside Industrial District Periodic Sunset Review.,/article/730227
6-06-350,6-06,350, ,6.06.350  Central Eastside Industrial District Early Termination.,/article/730228
6-06-360,6-06,360, ,6.06.360  Request That Annual Central Eastside Industrial District Escalator Be Lowered.,/article/730229
6-07-010,6-07,010, ,6.07.010  Purpose.,/article/621149
6-07-020,6-07,020, ,6.07.020 Definitions.,/article/621150
6-07-030,6-07,030, ,6.07.030 Levy of Tax.,/article/621151
6-07-035,6-07,035, ,6.07.035 Exemption of Medical Marijuana Cardholders from Marijuana Tax.,/article/621152
6-07-040,6-07,040, ,6.07.040 Deductions.,/article/621153
6-07-050,6-07,050, ,6.07.050  Seller Responsible for Payment of Tax.,/article/633756
6-07-060,6-07,060, ,6.07.060  Penalties and Interest.,/article/692735
6-07-070,6-07,070, ,6.07.070  Failure to Report and Remit Tax – Determination of Tax by Director.,/article/633766
6-07-080,6-07,080, ,6.07.080  Appeal.,/article/633767
6-07-090,6-07,090, ,6.07.090  Credits/Refunds.,/article/633768
6-07-100,6-07,100, ,6.07.100  Actions to Collect.,/article/512791
6-07-110,6-07,110, ,6.07.110   Violation Infractions.,/article/512792
6-07-120,6-07,120, ,6.07.120 Confidentiality.,/article/621155
6-07-130,6-07,130, ,"6.07.130  Audit of Books, Records or Persons.",/article/512794
6-07-140,6-07,140, ,6.07.140  Forms and Regulations.,/article/633769
6-07-145,6-07,145, ,6.07.145    Net Revenues Distribution.,/article/692736
6-07-150,6-07,150, ,6.07.150  Invalidity.,/article/512796
6-07-155,6-07,155, ,6.07.155 Effective Date,/article/621158
6-08-010,6-08,010, ,6.08.010  Purpose.,/article/588599
6-08-020,6-08,020, ,6.08.020  Definitions.,/article/591854
6-08-030,6-08,030, ,6.08.030  Administration and Enforcement Authority.,/article/588601
6-08-040,6-08,040, ,6.08.040  Administrative Authority Rulemaking.,/article/692766
6-08-050,6-08,050, ,6.08.050  Imposition of Tax.,/article/588603
6-08-060,6-08,060, ,6.08.060  Exemptions.,/article/591855
6-08-070,6-08,070, ,6.08.070  Failure to Pay.,/article/588605
6-08-080,6-08,080, ,6.08.080	Statement of Entire Value of Improvement Required.,/article/593266
6-08-090,6-08,090, ,6.08.090  Interest and Penalties for Failure to Comply.,/article/591857
6-08-100,6-08,100, ,6.08.100  Enforcement by Civil Action.,/article/588609
6-08-110,6-08,110, ,6.08.110  Refunds.,/article/588610
6-08-120,6-08,120, ,6.08.120  Appeals.,/article/588611
6-08-130,6-08,130, ,6.08.130  Dedication of Revenue.,/article/588612
6-09-005,6-09,005, ,6.09.005	Purpose.,/article/696379
6-09-010,6-09,010, ,6.09.010	Definitions.,/article/696380
6-09-020,6-09,020, ,6.09.020	Fee Imposed.,/article/696381
6-09-030,6-09,030, ,6.09.030	Administrative Authority.,/article/696382
6-09-040,6-09,040, ,6.09.040	Due Dates; Returns and Payments.,/article/696383
6-09-050,6-09,050, ,6.09.050	Registration.,/article/696385
6-09-060,6-09,060, ,6.09.060	Penalties and Interest.,/article/696386
6-09-070,6-09,070, ,6.09.070	Administration and Recordkeeping.,/article/696387
6-09-080,6-09,080, ,6.09.080	Deficiency Determinations; Redeterminations.,/article/696388
6-09-090,6-09,090, ,6.09.090	Business License Appeals Board; Hearings Officer; Appeal; Rules.,/article/696389
6-09-100,6-09,100, ,6.09.100	Civil Penalties.,/article/696390
7-02-005,7-02,005, ,7.02.005  Short Title.  ,/article/210537
7-02-010,7-02,010, ,7.02.010   Fees for Revenue.   ,/article/210544
7-02-020,7-02,020, ,7.02.020  Conformity to State Income Tax Laws.,/article/555178
7-02-100,7-02,100, ,7.02.100  Definitions.,/article/714101
7-02-110,7-02,110, ,7.02.110  Income Defined.,/article/555180
7-02-200,7-02,200, ,7.02.200  Administration.,/article/555184
7-02-210,7-02,210, ,7.02.210   Administrative Authority.,/article/555185
7-02-220,7-02,220, ,7.02.220   Presumption of Doing Business.,/article/354869
7-02-230,7-02,230, ,7.02.230   Confidentiality.,/article/555186
7-02-240,7-02,240, ,7.02.240  Persons to Whom Information May be Furnished.,/article/555191
7-02-250,7-02,250, ,7.02.250  Taxfiler Representation.,/article/555198
7-02-255,7-02,255, ,7.02.255  Representation Restrictions.,/article/555199
7-02-260,7-02,260, ,"7.02.260  Information Request; Examination of Books, Records or Persons.",/article/555202
7-02-270,7-02,270, ,7.02.270   Records.   ,/article/210563
7-02-280,7-02,280, ,7.02.280  Deficiencies and Refunds.,/article/555222
7-02-290,7-02,290, ,7.02.290  Protests and Appeals.,/article/555240
7-02-295,7-02,295, ,7.02.295  Business License Appeals Board.,/article/555241
7-02-300,7-02,300, ,7.02.300  Certificates of Compliance.,/article/714102
7-02-310,7-02,310, ,7.02.310 	Duplicate Certificates of Compliance.,/article/555250
7-02-330,7-02,330, ,7.02.330   Account Merger or Division.   ,/article/210569
7-02-350,7-02,350, ,7.02.350   License Tax Year Term.,/article/210570
7-02-400,7-02,400, ,7.02.400  Exemptions.,/article/555253
7-02-500,7-02,500, ,7.02.500  Tax Rate.,/article/714103
7-02-510,7-02,510, ,7.02.510  Registration Form and Tax Return Due Dates.,/article/555255
7-02-520,7-02,520, ,7.02.520   Quarterly Estimates.   ,/article/210576
7-02-530,7-02,530, ,7.02.530 	Schedule for Payment of Estimated Tax.,/article/555259
7-02-545,7-02,545, ,7.02.545  Tax Returns.,/article/714104
7-02-550,7-02,550, ,7.02.550  Presumptive Tax.,/article/555261
7-02-560,7-02,560, ,7.02.560  Payment Plan Fee.,/article/555262
7-02-600,7-02,600, ,7.02.600  Income Determinations.,/article/714105
7-02-610,7-02,610, ,7.02.610  Apportionment of Income.,/article/555267
7-02-620,7-02,620, ,7.02.620  Changes to Federal and/or State Tax Returns.,/article/555269
7-02-630,7-02,630, ,7.02.630  Income Long Term Construction Contract Methods.,/article/210586
7-02-700,7-02,700, ,7.02.700  Penalties.,/article/714106
7-02-710,7-02,710, ,7.02.710	Interest.,/article/555287
7-02-715,7-02,715, ,7.02.715  Payments Applied.,/article/555288
7-02-720,7-02,720, ,7.02.720  Interest on Refunds.,/article/555292
7-02-730,7-02,730, ,7.02.730   Criminal Penalties for Violation of the Business License Law by City Employee or Agent.   ,/article/210592
7-02-800,7-02,800, ,7.02.800  Refundable Credit.,/article/714107
7-02-810,7-02,810, ,7.02.810   Credits Issued.   ,/article/210594
7-02-820,7-02,820, ,7.02.820   Obligations of Participating Businesses.   ,/article/210595
7-02-830,7-02,830, ,"7.02.830  Collection and Remittance of Donations to “Work for Art,” a Program of the Regional Arts & Culture Council.",/article/555308
7-02-840,7-02,840, ,7.02.840   Frivolous Filing.,/article/210597
7-02-850,7-02,850, ,7.02.850  Hacking.,/article/714108
7-02-860,7-02,860, ,7.02.860  First Year Adjustment Credit.,/article/555310
7-02-870,7-02,870, ,7.02.870 Business Retention Credit for Qualifying Investment Management Firms.,/article/275501
7-02-880,7-02,880, ,7.02.880  Youth Employment Credit Programs.,/article/555312
7-02-881,7-02,881, ,7.02.881  Foster Youth Employment Opportunity Credit.,/article/555316
7-02-882,7-02,882, ,7.02.882  Youth Career Readiness Credit.,/article/359245
7-02-890,7-02,890, ,7.02.890  Residential Rental Registration Program.,/article/692943
7-03-010,7-03,010, ,7.03.010    Temporary Businesses Exempt from Business License Law.,/article/210608
7-03-020,7-03,020, ,7.03.020    Fees for Revenue.   ,/article/210609
7-03-030,7-03,030, ,7.03.030    Temporary Businesses Defined.,/article/210610
7-03-040,7-03,040, ,7.03.040  License Required; Fees.,/article/555317
7-07-010,7-07,010, ,7.07.010  Findings.,/article/714114
7-07-020,7-07,020, ,7.07.020  Policy and Purpose.,/article/714115
7-07-030,7-07,030, ,7.07.030  Definitions.,/article/714116
7-07-040,7-07,040, ,7.07.040  Portland Clean Energy Community Benefits Fund.,/article/714117
7-07-050,7-07,050, ,7.07.050  The Portland Clean Energy Community Benefits Fund Committee.,/article/714118
7-07-060,7-07,060, ,7.07.060  Funding Allocation Priorities.,/article/714119
7-07-070,7-07,070, ,7.07.070  Severability Clause.,/article/714120
7-12-010,7-12,010, ,7.12.010  Definitions.,/article/506657
7-12-020,7-12,020, ,7.12.020  Record of Franchises.,/article/506658
7-12-030,7-12,030, ,7.12.030  Authority to Inspect Franchisee Records and Require Reports.,/article/506659
7-12-040,7-12,040, ,7.12.040  Contents of Franchise.,/article/506660
7-12-050,7-12,050, ,7.12.050  Short Title and Administration.,/article/506661
7-12-060,7-12,060, ,7.12.060  Payment of Privilege Tax Required.,/article/506665
7-12-070,7-12,070, ,7.12.070  Privilege Tax Applicable to Other Cases.,/article/506666
7-12-080,7-12,080, ,7.12.080  Report of Earnings.,/article/506667
7-12-090,7-12,090, ,7.12.090  Time Payment of the Privilege Tax.,/article/506668
7-12-100,7-12,100, ,7.12.100  No Waiver or Estoppel.,/article/506669
7-12-110,7-12,110, ,7.12.110  Credits Allowable.,/article/506670
7-12-120,7-12,120, ,7.12.120  Interest and Penalty Applicable.,/article/506671
7-14-005,7-14,005, ,7.14.005  Short Title.,/article/227248
7-14-010,7-14,010, ,7.14.010  Fees for Revenue.,/article/227249
7-14-020,7-14,020, ,7.14.020  License Required.,/article/227250
7-14-030,7-14,030, ,7.14.030  Administration.,/article/227251
7-14-040,7-14,040, ,7.14.040  Definitions.,/article/579512
7-14-050,7-14,050, ,7.14.050  Application and Issuance.,/article/227253
7-14-060,7-14,060, ,7.14.060  Fees and Payment.,/article/479545
7-14-065,7-14,065, ,7.14.065  Limitations.,/article/479546
7-14-070,7-14,070, ,7.14.070  Deductions.,/article/227257
7-14-080,7-14,080, ,7.14.080  Reports and Review of Records.,/article/733534
7-14-085,7-14,085, ,7.14.085  Refunds by City to Licensee.  ,/article/227259
7-14-090,7-14,090, ,7.14.090  Appeals.,/article/733536
7-14-100,7-14,100, ,7.14.100  Interest.,/article/227261
7-14-110,7-14,110, ,7.14.110  Civil Penalties.,/article/579514
7-14-120,7-14,120, ,7.14.120   Collection of Delinquencies.,/article/227263
7-14-130,7-14,130, ,7.14.130   Confidential Financial Information.,/article/227264
7-22-010,7-22,010, ,7.22.010 Purpose.,/article/21941
7-22-020,7-22,020, ,7.22.020   Authorization.,/article/502499
7-22-030,7-22,030, ,7.22.030 Permit Required.,/article/21943
7-22-040,7-22,040, ,7.22.040 Revocation of a Permit.,/article/21944
7-22-050,7-22,050, ,7.22.050 Permit Subject to Ordinances and Regulations.,/article/21945
7-22-060,7-22,060, ,7.22.060 Diversion of Traffic.,/article/21946
7-22-070,7-22,070, ,7.22.070 Interference Prohibited.,/article/21947
7-24-010,7-24,010, ,7.24.010  Towing of Vehicles from Private Property.,/article/432830
7-24-020,7-24,020, ,7.24.020  Administrative Authority.,/article/502500
7-24-030,7-24,030, ,7.24.030  Definitions.,/article/502504
7-24-040,7-24,040, ,7.24.040  Private Property Impound (PPI) Tower Registration.,/article/502505
7-24-050,7-24,050, ,7.24.050	Towing Regulations.,/article/563276
7-24-060,7-24,060, ,7.24.060  Towing and Storage Rates.,/article/432840
7-24-070,7-24,070, ,7.24.070  Conditions.,/article/432841
7-24-080,7-24,080, ,7.24.080  Prohibitions.,/article/432847
7-24-090,7-24,090, ,7.24.090  Remedies.,/article/432851
7-24-100,7-24,100, ,7.24.100  Appeals.,/article/502506
7-25-010,7-25,010, ,7.25.010  Purpose.,/article/714030
7-25-020,7-25,020, ,7.25.020  Savings Clause.,/article/714032
7-25-030,7-25,030, ,7.25.030  Definitions.,/article/714035
7-25-040,7-25,040, ,7.25.040  Authorization.,/article/714037
7-25-050,7-25,050, ,7.25.050  Registration as the Operator of a Facility.,/article/714041
7-25-060,7-25,060, ,7.25.060  Registration of a Facility.,/article/714042
7-25-070,7-25,070, ,7.25.070  Payment Device.,/article/714043
7-25-080,7-25,080, ,7.25.080  Signage Requirements.,/article/714053
7-25-090,7-25,090, ,7.25.090  Assessment of Penalties.,/article/714054
7-25-100,7-25,100, ,7.25.100  Parking Penalty Notice.,/article/714056
7-25-110,7-25,110, ,7.25.110  Penalty Payment Letters.,/article/714059
7-25-120,7-25,120, ,7.25.120  Unlawful to Tow Vehicles.,/article/714062
7-25-130,7-25,130, ,7.25.130  Complaint Handling Procedures.,/article/714065
7-25-140,7-25,140, ,7.25.140  Maintenance of Records.,/article/714067
7-25-150,7-25,150, ,7.25.150  Insurance Required.,/article/714069
7-25-160,7-25,160, ,7.25.160  Prohibitions.,/article/714070
7-25-170,7-25,170, ,7.25.170  Remedies.,/article/714071
7-25-180,7-25,180, ,7.25.180  Appeals.,/article/714072
7-25-190,7-25,190, ,7.25.190  Locking Parked Cars.,/article/714073
7-26-010,7-26,010, ,7.26.010 Purpose,/article/108429
7-26-020,7-26,020, ,7.26.020   Definitions.,/article/502517
7-26-030,7-26,030, ,7.26.030 Permits,/article/108435
7-26-040,7-26,040, ,7.26.040  Administrative Authority.,/article/502518
7-26-050,7-26,050, ,7.26.050 Payment of Principal Prior to Payday Loan Renewal,/article/108440
7-26-060,7-26,060, ,7.26.060 Cancellation of Payday Loan,/article/108442
7-26-070,7-26,070, ,7.26.070 Payment Plan for a Payday Loan,/article/108443
7-26-080,7-26,080, ,7.26.080 Remedies,/article/108444
7-26-090,7-26,090, ,7.26.090 Appeals,/article/108445
7-26-100,7-26,100, ,7.26.100 Complaints,/article/108448
7-26-110,7-26,110, ,7.26.110 Severability,/article/108449
8-04-010,8-04,010, ,8.04.010 Health Officer.  ,/article/19286
8-08-010,8-08,010, ,8.08.010 County Health Officer to Act as City Health Officer.,/article/19289
8-08-020,8-08,020, ,8.08.020 Powers of the Council   Rules and Regulations.,/article/19291
8-08-030,8-08,030, ,8.08.030 Duties of the Bureau of Health.,/article/19293
8-08-040,8-08,040, ,8.08.040 Enforcement of State Law.,/article/19295
8-08-050,8-08,050, ,8.08.050 Copies of Records.,/article/19297
8-12-010,8-12,010, ,8.12.010 Permit Must Be Obtained.,/article/19300
8-12-020,8-12,020, ,8.12.020 Information Required on Application.,/article/19301
8-12-030,8-12,030, ,8.12.030 Permit to Be Specific.,/article/19303
8-12-040,8-12,040, ,8.12.040 Life of Permit.,/article/19305
8-12-050,8-12,050, ,8.12.050 Posting.,/article/19307
8-20-010,8-20,010, ,8.20.010 Right of Entry.,/article/19310
8-20-020,8-20,020, ,8.20.020 Dwelling as Unlawful Structure.,/article/19312
8-20-030,8-20,030, ,8.20.030 Service of Notices and Orders.,/article/19314
8-20-040,8-20,040, ,8.20.040 Person in Charge of Multiple Dwelling.,/article/19316
8-20-050,8-20,050, ,8.20.050 Toilets for Workmen on Construction of Buildings.,/article/19317
8-20-060,8-20,060, ,8.20.060 Street Contractors to Provide Toilets.,/article/19320
8-20-070,8-20,070, ,8.20.070 Public Bathhouses and Swimming Pools.,/article/19323
8-20-080,8-20,080, ,8.20.080 Tourist and Traveler Facilities.,/article/19325
8-20-090,8-20,090, ,8.20.090 Lighting Public Halls in the Daytime.,/article/19328
8-20-100,8-20,100, ,8.20.100 Lighting Public Halls and Stairs at Night.,/article/19329
8-20-110,8-20,110, ,8.20.110 Water Closet and Sink Maintenance.,/article/19330
8-20-120,8-20,120, ,8.20.120 Repairs and Maintenance.,/article/19331
8-20-130,8-20,130, ,8.20.130 Responsibilities of Owner and Occupants for Cleanliness.,/article/19333
8-20-140,8-20,140, ,8.20.140 Walls of Courts.,/article/19334
8-20-150,8-20,150, ,8.20.150 Walls and Ceilings of Rooms.,/article/19335
8-20-160,8-20,160, ,8.20.160 Wallpaper.,/article/19336
8-20-170,8-20,170, ,"8.20.170 Receptacles for Ashes, Rubbish and Garbage.",/article/19337
8-20-180,8-20,180, ,8.20.180 Prohibited Uses.,/article/19339
8-20-190,8-20,190, ,8.20.190 Storage of Dangerous Materials.,/article/19341
8-20-200,8-20,200, ,8.20.200 Notice of Unsanitary or Unhealthful Condition of Premises to be Given and Posted - Unlawful to Remove.,/article/19343
8-20-210,8-20,210, ,8.20.210 Maintenance of Health Hazard not Permitted.,/article/19344
8-20-220,8-20,220, ,"8.20.220 Sinks, Water Closets and Bathing Facilities.",/article/19345
8-20-230,8-20,230, ,8.20.230 Basements and Cellars.,/article/19346
8-20-240,8-20,240, ,"8.20.240 Courts, Areas and Yards Concreted.",/article/19347
8-20-250,8-20,250, ,8.20.250 Minimum Heat Requirements.,/article/19348
8-20-260,8-20,260, ,8.20.260 School Sanitation.,/article/19349
8-24-010,8-24,010, ,8.24.010 Definitions.,/article/19350
8-24-020,8-24,020, ,8.24.020 Hospital Types Classified.,/article/19351
8-24-030,8-24,030, ,8.24.030 Institutional Homes Classified.,/article/19354
8-24-040,8-24,040, ,8.24.040 Definitions Generally.,/article/19355
8-24-050,8-24,050, ,8.24.050 Changes in Classification.,/article/19357
8-24-060,8-24,060, ,8.24.060 Local Health Officer Defined.,/article/19358
8-24-070,8-24,070, ,8.24.070 Records.,/article/19360
8-24-080,8-24,080, ,8.24.080 Licensing.,/article/19361
8-24-090,8-24,090, ,8.24.090 Expiration of Permits.,/article/19363
8-24-100,8-24,100, ,8.24.100 Permits Required.,/article/19365
8-24-110,8-24,110, ,8.24.110 Application to be Made.,/article/19366
8-24-120,8-24,120, ,8.24.120 Time of Granting Permit.,/article/19368
8-24-130,8-24,130, ,8.24.130 Information on Permit.,/article/19369
8-24-140,8-24,140, ,8.24.140 Permits not Transferable.,/article/19371
8-24-150,8-24,150, ,8.24.150 Limitations on Number of Patients.,/article/19372
8-24-160,8-24,160, ,8.24.160 Revocation of Permit.,/article/19373
8-24-170,8-24,170, ,8.24.170 Hospitals - Operation and Maintenance.,/article/19374
8-24-180,8-24,180, ,8.24.180 Maternity Hospitals and Maternity Units in General Hospitals.,/article/19533
8-24-190,8-24,190, ,8.24.190 Nursing Homes - Operation and Maintenance.,/article/19534
8-24-200,8-24,200, ,8.24.200 Homes for the Aged - Operation and Maintenance.,/article/19535
8-24-210,8-24,210, ,8.24.210 Day Nurseries - Operation and Maintenance.,/article/19536
8-24-220,8-24,220, ,8.24.220 Kindergartens - Operation and Maintenance.,/article/19538
8-24-230,8-24,230, ,8.24.230 Group Care Homes for Physically Handicapped or Mentally Handicapped Children under the Age of Eighteen Years - Operation and Maintenance.,/article/19539
8-24-240,8-24,240, ,8.24.240 Building and Equipment of Child Caring Institutions.,/article/19540
8-24-250,8-24,250, ,8.24.250 Policies of Child Caring Institutions.,/article/19541
8-24-260,8-24,260, ,8.24.260 Reports and Records of Child Caring Institutions.,/article/19542
8-24-270,8-24,270, ,8.24.270 Restraint of Inmates Restricted.,/article/19546
8-24-280,8-24,280, ,8.24.280 Inflammable Material Not to be Stored.,/article/19548
8-24-290,8-24,290, ,8.24.290 Fire Protection Required.,/article/19554
8-24-300,8-24,300, ,8.24.300 Electric Appliances to be Approved.,/article/19556
8-24-310,8-24,310, ,8.24.310 Heating and Cooking Devices and X-Ray Installations.  ,/article/19559
8-24-320,8-24,320, ,8.24.320 Curtains in Doorways.,/article/19561
8-24-330,8-24,330, ,8.24.330 Inspection Required.,/article/19564
8-24-340,8-24,340, ,8.24.340 Reports to the Bureau of Police.,/article/19566
8-24-350,8-24,350, ,8.24.350 General Safety Requirements.,/article/19568
8-32-010,8-32,010, ,8.32.010 Definitions.,/article/21630
8-32-020,8-32,020, ,8.32.020 License and Permits Required.,/article/21631
8-32-030,8-32,030, ,8.32.030 Information to be Furnished by Applicant.,/article/21632
8-32-040,8-32,040, ,8.32.040 Location.,/article/21633
8-32-050,8-32,050, ,8.32.050 Layout of Grounds.,/article/21634
8-32-060,8-32,060, ,8.32.060 Buildings.,/article/21635
8-32-070,8-32,070, ,8.32.070 Sanitation.,/article/21636
8-32-080,8-32,080, ,8.32.080 Fire Protection.  ,/article/21637
8-32-090,8-32,090, ,8.32.090 Electrical Regulations and Connections for Trailer Coaches.,/article/21638
8-32-100,8-32,100, ,8.32.100 Registration Book.,/article/21639
8-32-110,8-32,110, ,8.32.110 Removal of Wheels.,/article/21640
8-32-120,8-32,120, ,8.32.120 Parking in Court Required.,/article/21641
8-32-130,8-32,130, ,8.32.130 Licenses Fees.,/article/21642
8-36-010,8-36,010, ,8.36.010 Disposal of Dead Animals.,/article/21643
8-36-020,8-36,020, ,8.36.020 Spreading of Nonprocessed Organic Manure.,/article/21644
8-36-030,8-36,030, ,"8.36.030 Hides, Curing and keeping.",/article/21646
8-36-040,8-36,040, ,8.36.040 Noisome Odors or Vapors.,/article/21647
8-36-050,8-36,050, ,8.36.050 Disposal of Refuse.,/article/21648
8-36-060,8-36,060, ,8.36.060 Stagnant Water.,/article/21649
8-36-070,8-36,070, ,8.36.070 Regulations for Transporting of Waste.,/article/21650
8-36-075,8-36,075, ,8.36.075 Enforcement and Appeal.,/article/21651
8-36-080,8-36,080, ,8.36.080 Spitting in Public Places.,/article/21666
8-36-090,8-36,090, ,8.36.090 Time for Removal of Refuse.,/article/21667
