id,article_id,number,title,TEXT,URL
2-301,2-3,301,Section 2-301 The Departments.,"<p>The executive and administrative powers, authority and duties, not otherwise provided for herein, shall be distributed among at least five (5) departments as follows:</p>
<p style=""padding-left: 30px;""><strong>(a)</strong> Department of Public Affairs</p>
<p style=""padding-left: 30px;""><strong>(b)</strong> Department of Finance and Administration</p>
<p style=""padding-left: 30px;""><strong>(c)</strong> Department of Public Safety</p>
<p style=""padding-left: 30px;""><strong>(d)</strong> Department of Public Utilities</p>
<p style=""padding-left: 30px;""><strong>(e)</strong> Department of Public Works</p>
<p>Bureaus and their functions shall be fixed by the Council by ordinance. The distribution of the bureaus and work among departments shall be made and may be changed from time to time by the Mayor by order which shall be filed and preserved as an ordinance. The names of the departments may be changed in like manner. The Mayor may in like manner assign matters relating to any commission to a particular department. [May 3, 1913, part of new sec. 36; rev. 1914, sec. 54; 1928 pub., sec. 54; 1942 recod., sec. 2-201; rev. Nov. 6, 1962.]</p>",/citycode/article/13511
2-302,2-3,302,Section 2-302 Assignment and Authority of Commissioners.,"<p>At the first regular meeting after the election of any Council member, the Mayor shall designate one member to be Commissioner In Charge of each department, who shall thereafter be designated as Commissioner of such department, which designation may be changed and a transfer of Commissioners from one department to another be made, whenever it appears that the public service will be benefitted thereby. Such assignment shall be made by the Mayor by order which shall be filed and preserved as an ordinance. The Commissioner In Charge of each department shall have the supervision and control of all the affairs and property which belong to that department, subject to the provisions of this Charter and to such regulation as may be prescribed by the Council. [May 3, 1913, new sec. 37; rev. 1914, secs. 55 and 56; 1928 pub., secs. 55 and 56; 1942 recod., sec. 2-202; rev. Nov. 6, 1962.]</p>",/citycode/article/13513
2-303,2-3,303,Section 2-303 Assignment of Work to Subordinates.,"<p>The Council shall prescribe the powers and duties of officers and employees, may assign particular officers to one or more of the departments and may require an officer or employee to perform duties in two or more departments. The Council shall make such rules and regulations as may be necessary and proper for the efficient and economical conduct of the business of the City. [May 3, 1913, part of new sec. 36; rev. 1914, sec. 57; 1928 pub., sec. 57; 1942 recod., sec. 2-203; rev. Nov. 6, 1962.]</p>",/citycode/article/13514
2-304,2-3,304,Section 2-304 Codes.,"<p>Codes providing for the administration of the powers, duties and affairs of the different departments and for their organization shall be enacted. Such codes shall provide for a uniform standard for the purchase of materials and supplies and shall provide for a purchasing agent and may provide for inspection and testing of the quality and quantity of the materials and supplies purchased to determine their exact conformity to specifications. Provision shall be made for the transfer of employees from one department to another. Methods shall be provided by which the heads of departments may determine and compare the work accomplished by the department with reference to its expenditures and a comparison with work during a prior period. A definite system of accounting shall be provided for each department showing the work performed and the material furnished compared with the cost thereof, so itemized that it can be determined whether each department is becoming more efficient or less efficient. All materials and supplies of the City shall be properly housed, segregated and tabulated and a perpetual inventory kept showing the additions and depletions thereof. Each department shall report its time and expenses for comparison with the prior month and prior year to show percentage of increase or decrease and shall also report stores and material accounts for like comparison. [May 3, 1913, part of new sec. 36; rev. 1914, sec. 58; 1928 pub., sec. 58; 1942 recod., sec. 2-204; rev. Nov. 6, 1962.]</p>",/citycode/article/13516
2-401,2-4,401,Section 2-401 Duties.,"<p>The Mayor shall exercise a careful supervision over the general affairs of the City. [Ch. 1903, sec. 147; rev. 1914, sec. 59; 1928 pub., sec. 59; 1942 recod., sec. 2-301; rev. Nov. 6, 1962.]</p>",/citycode/article/13518
2-402,2-4,402,Section 2-402 Investigation of and Suits to Cancel Franchises.  ,"<p align=""justify"">
The Mayor may, on his or her own motion, and must upon a resolution passed by the Council directing the Mayor so to do, cause to be instituted on behalf of the City such actions or proceedings as may be necessary to revoke, cancel or annul all franchises that may have been granted by the City to any person, company or corporation, which have been forfeited in whole or in part or which for any reason may be irregular and void and not binding upon the City, and the City Attorney, upon the Mayor's demand, must institute and prosecute the suits or actions required to enforce the provisions of this Section. Each Mayor taking office under this Charter shall cause a careful investigation to be made of the exact condition of all franchises theretofore granted by the City, and of the respective rights and obligations of the parties, and the performance of the same. [Ch. 1903, sec. 151; rev. 1914, sec. 60; 1928 pub., sec. 60; 1942 recod., sec. 2-302; rev. Nov. 6, 1962.] 
</p>
",/citycode/article/13519
2-403,2-4,403,Section 2-403 Investigation of Offices.,"<p>The Mayor may at any time, with or without notice, investigate in person, or through one or more competent persons appointed by the Mayor for the purpose, the offices and accounts of any department of the City or of any employee, and the official acts and conduct of any official or employee in the administrative service of the City, and the money, securities and property belonging to the City in the possession or charge of such department, officer or employee. For the purpose of ascertaining facts in connection with these examinations, the Mayor shall have full power to compel the attendance and testimony of witnesses, to administer oaths, and to examine such persons as he or she may deem necessary, and to compel the production of books, papers, and other evidence. Willful false swearing in such investigations and examinations shall be perjury, and punishable as such. The expense of any such investigation shall be paid out of the General Fund, in the same manner as other claims against the City are paid. The result of all such examinations and investigations shall be reported to the Council, and such report be filed with the Auditor. [Ch. 1903, sec. 152; rev. 1914, sec. 61; 1928 pub., sec. 61; 1942 recod., sec. 2-303; rev. Nov. 6, 1962.]</p>",/citycode/article/13521
2-404,2-4,404,Section 2-404 Suspensions Pending Investigation.,"<p>The Mayor shall have power to suspend, pending an official investigation, any officer of the City except Council members or the Auditor for any official defalcation or willful neglect of duty or official misconduct. [Ch. 1903, sec. 153; rev. 1914, sec. 62; 1928 pub., sec. 62; 1942 recod., sec. 2-304; rev. Nov. 6, 1962.]</p>",/citycode/article/13523
2-405,2-4,405,Section 2-405 Notification of Contract Violations.,"<p>It shall be the duty of every officer and person in the employ or service of the City, when it shall come to such officer's or person's knowledge that any contract or agreement with the City, or with any officer or department thereof, or relating to the business of any office, has been or is about to be violated, forthwith to report to the Mayor all the facts and information within such officer's or person's possession concerning such matter. A willful failure so to do shall be sufficient cause for the removal of such officer or employee. The Mayor shall give a certificate on demand to any person reporting such facts and information that such person has done so, and such certificate shall be evidence in exoneration from a charge of neglect of duty in that respect. [Ch. 1903, sec. 158; rev. 1914, sec. 63; 1928 pub., sec. 63; 1942 recod., sec. 2-305; rev. Nov. 6, 1962.]</p>",/citycode/article/13524
2-513,2-5,513,Section 2-513  Official Oaths and Certifications and Custodian of the City Seal.,"<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(a)</strong>&nbsp; The Auditor, and each of the Auditor's deputies, are authorized to administer an oath and certify any acknowledgement authorized or required to be taken by City ordinance, or law of this State, and the Auditor may require any person presenting for settlement an account or claim of any kind against the City to be sworn before him or her regarding such account or claim, and when so sworn, to answer orally or in writing as to any facts relative to the merits or justice of such account or claim.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(b)</strong>&nbsp;&nbsp;The Auditor shall cause his or her signature to be affixed to all warrants, contracts, bonds, and other official documents of the City as affirmation that the document and the action it represents have been duly authorized as required by this Charter and that the signatures of the other City officials on the document are true and duly authorized.&nbsp;</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(c)</strong>&nbsp;&nbsp;The Auditor shall be the custodian of the City's seal.</p>
<p class=""Sectionbodytext"">[New Sec. May 18, 1994; recodified Section 2-509 May 16, 2017, effective June 14, 2017.]</p>",/citycode/article/643458
2-512,2-5,512,Section 2-512  Deletion of Charter Terms Referring to Masculine or Feminine Gender.,"<p class=""Sectionbodytext"">Future amendments to the City Charter shall require the use of terms which are neither masculine nor feminine, unless the context of such Charter provision shall require otherwise.</p>
<p class=""Sectionbodytext"">The City Auditor, with approval of the City Attorney, shall be authorized to change the provisions of the City Charter to delete use of terms which are masculine or feminine, unless the context of such Charter provisions shall require otherwise.&nbsp; [New sec. May 15, 1984; am. May 18, 1994; recodified Section 2-508 May 16, 2017, effective June 14, 2017.]</p>",/citycode/article/643457
2-511,2-5,511,Section 2-511  Charter Arrangement and Corrections.,"<p class=""Sectionbodytext"">Subject to Council approval, the Auditor shall have authority to rearrange, renumber, reletter, capitalize, punctuate and divide provisions of this Charter, and to correct clerical errors and omissions and insert captions in accordance with the meaning and intent of the provisions of this Charter, from time to time, and may delete provisions which have become inoperative or any provision ruled invalid by a court of competent jurisdiction.&nbsp; The Auditor may substitute any current title of an officer, bureau, department, or commission in lieu of the title originally appearing in the Charter provision, in accordance with the changes of title or duties subsequently made by law.&nbsp; [New sec. Nov. 6, 1962; am. May 18, 1994; recodified Section 2-507 May 16, 2017, effective June 14, 2017.]</p>",/citycode/article/643456
2-510,2-5,510,Section 2-510  Auditor's Duties as Clerk of the Council.,"<p class=""Sectionbodytext"">The Auditor shall serve as the Clerk of the Council and shall maintain a journal of its proceedings and all of the public records in connection with the Council's official business.&nbsp; The Auditor shall produce an agenda for all formal meetings of the Council; maintain a record of the Council's actions; and make the records available for public inspection as provided by the State Public Records laws.&nbsp; As Clerk of the Council, the Auditor shall maintain and make available current versions of the City Charter and Code and maintain a record of Charter and Code revisions. [Ch. 1903, sec. 274; rev. 1914, sec. 69; 1928 pub., sec. 69; 1942 recod., sec. 2&#8209;406 and 2&#8209;407; rev. Nov. 6, 1962; am. May 20, 1986; am. May 18, 1994; recodified Section 2-506 May 16, 2017, effective June 14, 2017.]</p>",/citycode/article/643455
2-509,2-5,509,Section 2-509  Office of the Ombudsman.,"<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(a)</strong>&nbsp;&nbsp;The Office of the Ombudsman is established within the Office of the Auditor.&nbsp; The Office of the Ombudsman shall be under the supervision and control of the Auditor, who is solely responsible for its operation and management.&nbsp; The purpose of the Ombudsman is to provide an impartial office, readily available to the public, that is authorized to investigate the administrative acts of City departments, bureaus and other administrative agencies, issue reports and recommend changes with the goals of safeguarding the rights of persons and promoting high standards of fairness, competency, efficiency and justice in the provision of City services.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(b)&nbsp;&nbsp;</strong>The Auditor shall appoint and may remove the Ombudsman.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(c)</strong>&nbsp;&nbsp;The Office of the Ombudsman shall be guided by generally accepted standards for government ombudsmen offices serving the public.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(d)</strong>&nbsp;&nbsp;Pursuant to a complaint or on the Ombudsman&rsquo;s own initiative, the Ombudsman is authorized to investigate any administrative act of a City department, bureau or other administrative agency, including the Office of the Auditor; recommend changes to City policy, practice or procedures; and issue public reports.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(e)</strong>&nbsp;&nbsp;The Ombudsman shall not investigate the acts of an elected official or the official&rsquo;s personal staff, matters currently in litigation, matters subject to collective bargaining agreement grievance procedures, or a discrimination complaint from an employee or applicant for employment.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(f)</strong>&nbsp;&nbsp;Subject to collective bargaining obligations to the City&rsquo;s recognized bargaining units, the Ombudsman shall have timely access to all employees, information and records required to investigate or otherwise perform the Ombudsman&rsquo;s duties, including confidential and legally privileged information and records so long as privilege is not waived as to third parties.&nbsp; The Ombudsman shall maintain the confidentiality of any confidential or legally privileged information and records except as required by state law or authorized by the City Council.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(g)</strong>&nbsp;&nbsp;A City department, bureau and agency director or manager shall respond in writing to Ombudsman recommendations within the time specified by the Ombudsman.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(h)</strong>&nbsp; The powers and duties of the Ombudsman may be further prescribed by ordinance in consultation with the Auditor. &nbsp;The powers and duties of the Ombudsman shall not be exercised in contravention of any collective bargaining obligations of the City.</p>
<p class=""Sectionbodytext"">[Section added May 16, 2017, effective June 14, 2017.]</p>",/citycode/article/643454
2-508,2-5,508,Section 2-508  Audits.,"<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(a)</strong>&nbsp;&nbsp;The Auditor shall conduct financial and performance audits of City government in accordance with generally accepted governmental auditing standards, and shall appoint, coordinate and monitor the annual audit of the City's financial statements by an independent licensed public accountant.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(b)</strong>&nbsp;&nbsp;The Auditor shall appoint and may remove the Audits Director.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(c)</strong>&nbsp;&nbsp;City departments, bureaus and administrative agencies shall respond to audit recommendations made by the Auditor, through the Commissioner In Charge, to the Auditor, in writing within the time specified by the Auditor.&nbsp; All audit reports and responses shall be made available to the public.&nbsp; The Auditor shall retain workpaper files concerning all audit reports issued for at least six years.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(d)</strong>&nbsp;&nbsp;The Auditor shall make the final determination of acceptability and legitimacy of claims for payment made against the City.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(e)</strong>&nbsp;&nbsp;The Auditor may require at any time that any or all demands upon the City for payment of money out of the treasury be presented to the Auditor before it can be paid in order to determine whether the money is legally due and payable, and the fund from which it should be paid.&nbsp; Any ordinance or resolution of the City Council providing for the payment of any demand out of the treasury, whether from public funds or private funds shall be construed as allowing the auditing of the demand by the Auditor, either before payment or as part of the financial audit.&nbsp; The Auditor shall keep an official record of all demands audited by the Auditor showing the number, date, amount, name of the payee, the appropriation if any against which it was drawn and the fund from which it was paid.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(f)</strong>&nbsp;&nbsp;Subject to collective bargaining obligations to the City&rsquo;s recognized bargaining units, the Auditor shall have timely access to all employees, information and records required to conduct an audit or otherwise perform audit duties, including confidential and legally privileged information and records so long as privilege is not waived as to third parties. The Auditor shall maintain the confidentiality of all confidential and legally privileged information and records except as required by state law or authorized by the City Council.</p>
<p class=""Sectionbodytext"">[Ch. 1903, sec. 273; am. May 3, 1913, sec. 99; rev. 1914, sec. 66; 1928 pub., sec. 66; 1942 recod., sec. 2&#8209;405; rev. Nov. 6, 1962; am. May 20, 1986; am. May 18, 1994; amended and recodified Section 2-505 May 16, 2017, effective June 14, 2017.]</p>",/citycode/article/643453
2-507,2-5,507,Section 2-507  Duties in General.,"<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(a)</strong>&nbsp;&nbsp;The Auditor is responsible for the following activities:</p>
<p class=""Outline1-second"" style=""padding-left: 60px;""><strong>1.</strong>&nbsp;&nbsp;Performing financial and performance audits of the City, including audits of its boards and commissions, franchises and contracts as provided in Section 2-508 of this Charter;</p>
<p class=""Outline1-second"" style=""padding-left: 60px;""><strong>2.</strong>&nbsp;&nbsp;Supervising City elections as provided by state law and Chapter 3 of this Charter;</p>
<p class=""Outline1-second"" style=""padding-left: 60px;""><strong>3.</strong>&nbsp;&nbsp;Maintaining all official records, including records of the various bureaus, records regarding the City Charter and City Code, and all other records regarding City business;</p>
<p class=""Outline1-second"" style=""padding-left: 60px;""><strong>4.</strong>&nbsp;&nbsp;Providing official certifications as required by this Charter;</p>
<p class=""Outline1-second"" style=""padding-left: 60px;""><strong>5.</strong>&nbsp;&nbsp;Investigating the actions of a City department, bureau or other administrative agency, and the official conduct of any City officer, employee or agent as provided in Section 2-509 of this Charter; and</p>
<p class=""Outline1-second"" style=""padding-left: 60px;""><strong>6.</strong>&nbsp;&nbsp;Other duties as prescribed by this Charter or as assigned by the Council with the consent of the Auditor.&nbsp;</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(b)</strong>&nbsp; Subject to the Auditor's supervision, the Auditor may delegate any of these duties to other City officials or may contract with outside service providers. The Auditor shall remain responsible for performing the duties.&nbsp; The Council shall provide staffing, funding, and facilities for the Auditor to carry out these duties.&nbsp; [Ch. 1903, sec. 272; rev. 1914, sec. 68; 1928 pub., sec. 68; 1942 recod., sec. 2&#8209;402; rev. Nov. 6, 1962; am. May, 20, 1986; am. May 18, 1994; amended and recodified Section 2-504 May 16, 2017, effective June 14, 2017]</p>",/citycode/article/643452
2-506,2-5,506,Section 2-506  Administrative Powers.,"<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(a)&nbsp;&nbsp;</strong>Administrative Authority.&nbsp; The Auditor may establish such rules for the Office of the Auditor as the Auditor determines necessary to carry out the duties of the Auditor under this Charter.&nbsp; Prior to the adoption, amendment or repeal of any rule, the Auditor shall provide reasonable public notice and opportunity for comment. The Auditor may adopt interim rules without prior notice upon finding that failure to act promptly will result in prejudice to the public interest and shall be effective for a period of not more than 180 days.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(b)</strong>&nbsp;&nbsp;Deputies and Employees.&nbsp; The Auditor may appoint and remove one chief deputy.&nbsp; In addition, the Auditor may deputize other staff in the Auditor's Office to perform duties required by the Council or the Charter.&nbsp; The Auditor may appoint employees and establish their compensation.&nbsp; The Auditor may determine the number of employees necessary for the efficient and economic performance of the Office of the Auditor, subject to funding by Council.&nbsp; Employees may perform any act or duty required by the Auditor, and the Auditor shall be responsible for their conduct.&nbsp; The Auditor shall establish and administer human resources policies and rules for the Office of the Auditor that are consistent with City human resource policies and rules, including classification and compensation, except where the Auditor determines in writing that a City human resources policy or rule impairs the Auditor&rsquo;s independence or ability to carry out the Auditor&rsquo;s duties under this Charter.&nbsp; The Auditor&rsquo;s human resource policies and rules shall provide functionally equivalent protections as the Classified Service, including for-cause disciplinary review procedures for all Auditor&rsquo;s Office employees with the exception of the Chief Deputy Auditor, Ombudsman, and Audits Director; employees hired under Section 2-507(a)6. of this Charter who are designated by Council as at-will; and employees subject to a collective bargaining agreement.&nbsp; &nbsp;</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(c)</strong>&nbsp;&nbsp;Internal Controls and Periodic Review.&nbsp; The Auditor shall ensure that the Office of the Auditor has adequate internal controls, complies with all applicable laws, and operates efficiently.&nbsp; The Auditor shall contract periodically, but no less than every four years, with outside service providers to conduct organizational efficiency and compliance assessments, the results of which shall be made public.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(d)</strong>&nbsp;&nbsp;Procurement.&nbsp; The Auditor has all authority granted to a contracting agency under state law to procure or supervise the procurement of goods, services and personal services the Auditor finds necessary for the proper functioning of the Office. The Auditor shall adopt administrative rules governing the Auditor&rsquo;s procurement practices and procedures that are consistent with City procurement policies and rules, except where the Auditor determines in writing that a City procurement policy or rule impairs the Auditor&rsquo;s independence or ability to carry out the Auditor&rsquo;s duties under this Charter.&nbsp;&nbsp;</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(e)</strong>&nbsp;&nbsp;Legal Services.&nbsp; The Auditor may obtain legal advice and representation from the City Attorney or may retain or employ independent legal counsel.&nbsp; If the Auditor retains or employs independent legal counsel, the Office of the Auditor shall be the client and is entitled to the benefits and privileges thereof.</p>
<p class=""Outlinea-first"" style=""padding-left: 30px;""><strong>(f)</strong>&nbsp;&nbsp;The Auditor may obtain advice, services and assistance from any City department, bureau, administrative agency, officer, employee or agent in the performance of the Auditor&rsquo;s duties under this Charter or as may be prescribed by ordinance.</p>
<p class=""Sectionbodytext"">[Ch. 1903, sec. 271; rev. 1914, sec. 67; 1928 pub., sec. 67; 1942 recod., sec. 2&#8209;403; rev. Nov. 6, 1962; am. Nov. 2, 1982; am. May 18, 1994; amended and recodified Section 2-503 May 16, 2017, effective June 14, 2017.]</p>",/citycode/article/643451
2-505,2-5,505,Section 2-505  Budget.,"<p class=""Sectionbodytext"">The Auditor shall prepare a requested budget and any budget cycle reports and submit them to the Mayor and City Council in accordance with state law and on a schedule consistent with the City&rsquo;s budget process.&nbsp; The Auditor&rsquo;s requested budget and budget cycle reports are not subject to review by a City department, bureau or other administrative agency prior to their submission to the Mayor and City Council. After their submission, the Mayor or City Council may consult with a department, bureau or other administrative agency about the Auditor&rsquo;s requested budget and budget cycle reports.&nbsp; The Mayor or City Council may modify the Auditor&rsquo;s budget. In doing so, the Mayor and Council should consider the Auditor&rsquo;s priorities and duties.&nbsp; [Section added May 16, 2017, effective June 14, 2017.]</p>",/citycode/article/643450
2-504,2-5,504,Section 2-504  Salary.,"<p class=""Sectionbodytext"">Effective January 1, 2019, the salary of the Auditor shall be the same as a City Commissioner.&nbsp; [Ch. 1903, sec. 270; am. May 3, 1913, sec. 98; rev. 1914, sec. 65; 1928 pub., sec. 65; 1942 recod., sec. 2&#8209;402; rev. Nov. 6, 1962; am. May 18, 1994; amended and recodified Section 2-502 May 16, 2017, effective June 14, 2017.]</p>",/citycode/article/643449
2-503,2-5,503,Section 2-503  Independent Authority.,"<p class=""Sectionbodytext"">The Auditor and the Office of the Auditor are administratively independent of the Mayor, City Council, and City departments, bureaus and other administrative agencies in the exercise of the Auditor&rsquo;s duties under this Charter. [Section added May 16, 2017, effective June 14, 2017.]<!--?xml:namespace prefix = ""o"" ns = ""urn:schemas-microsoft-com:office:office"" /--></p>",/citycode/article/643448
2-502,2-5,502,Section 2-502  Qualifications and Restrictions on Other City Candidacy.,"<p class=""Sectionbodytext"">There shall be an Auditor of the City of Portland who shall possess the same qualifications required of a Commissioner, and in addition, shall at the time of filing a declaration of candidacy, or a nominating petition for the office of Auditor be a Certified Public Accountant, Certified Internal Auditor, or Certified Management Accountant and remain certified as such throughout the term of office, if elected.&nbsp; The Auditor shall be elected at the general municipal election and shall serve for a term of four (4) years.&nbsp; If an Auditor shall be elected without such qualifications or shall cease to have the same, the office shall immediately become vacant.&nbsp; The Auditor shall not run for election to any other City office during his or her term.&nbsp; The act of filing for another City office will be the same as a resignation, which shall be effective as of the date of such filing.&nbsp; [Ch. 1903, sec. 269; am. May 3, 1913, sec. 97; rev. 1914, sec. 64; 1928 pub., sec. 64; 1942 recod., sec. 2&#8209;401; rev. Nov. 6, 1962; am. May 15, 1984; am. May 20, 1986; am. May 18, 1994; recodified Section 2-501 May 16, 2017, effective June 14, 2017.]</p>",/citycode/article/643447
2-501,2-5,501,Section 2-501  Office of the Auditor.,"<p class=""Sectionbodytext"">To ensure an open and accountable City government, the Office of the Auditor is established.&nbsp; The Office shall be under the supervision and control of the Auditor of the City of Portland. [Section added May 16, 2017, effective June 14, 2017.]</p>",/citycode/article/643446
2-601,2-6,601,Section 2-601 Appointive Officers.,"<p>The Council shall appoint the City Attorney. The Mayor shall appoint members of boards and commissions subject to Council confirmation. Heads of other offices and bureaus shall be appointed by the Commissioner In Charge of the department to which such office or bureau is assigned. [May 3, 1913, new sec. 102; rev. 1914, sec. 80; 1928 pub., sec. 80; 1942 recod., sec. 2-501; rev. Nov. 6, 1962; am. May 20, 1980.]</p>",/citycode/article/13539
2-602,2-6,602,Section 2-602 Qualifications and Removals.,"<p>All officers appointed by the Council shall serve during the pleasure of the Council. Any may be removed for cause at any time by a majority vote of the Council. A statement of reasons for the removal shall be included in the order, and the officer removed shall have the right to make a counter statement in writing which shall be filed and preserved with the order of removal. The order of removal shall not be reviewable. Vacancies in any of such offices shall be filled by the Council. The Council may by ordinance impose any duties upon any officer not inconsistent with the general character of such office, and may divide or consolidate any of said offices. It shall also fix and may change from time to time the salaries of every officer. The officers appointed by the Council shall at the time of their appointment be citizens of the United States.</p>
<p>The City Attorney shall be a member in good standing of the Bar of the State of Oregon. The City Attorney may have one or more deputies who are members of the Bar of the State of Oregon to be appointed by the City Attorney in writing and to continue during the City Attorney's pleasure. The number and compensation of such deputies shall be fixed by the Council and they shall be deemed removed on the removal or resignation of the City Attorney. The Chief of Police shall have had at least ten years active police experience. [May 3, 1913, new sec. 103; rev. 1914, sec. 81; 1928 pub., sec. 81; 1942 recod., sec. 2-502; rev. Nov. 6, 1962.]</p>",/citycode/article/13540
2-603,2-6,603,Section 2-603 Subordinate Offices and Employments.,"<p>The Council shall have the power by ordinance to create and abolish all such subordinate offices, places and employments in the service of the City as it may deem necessary for efficient and economical administration. The Mayor and each Commissioner shall appoint and may suspend or remove the incumbents of all subordinate offices and employments in his or her department, subject to other provisions of this Charter. The Auditor shall appoint and may suspend or remove the incumbents of all subordinate offices and employments within his or her office, or under his or her supervision. The chief executive officer of any board, or commission, when authorized to do so by the board or commission, or the board or commission itself shall appoint and may suspend or remove the incumbents of all subordinate offices and employments within his or her offices, or under his or her supervision. All such appointments, suspensions and removals shall be subject to the civil service rules of this Charter except as to incumbents of positions expressly exempted therefrom. [May 3, 1913, new sec. 104; rev. 1914, sec. 82; 1928 pub., sec. 82; 1942 recod., sec. 2-503; rev. Nov. 6, 1962; am. May 18, 1994.]</p>",/citycode/article/13541
2-604,2-6,604,Section 2-604 Experts.,"<p>The Council may from time to time appoint consulting employees to perform technical or scientific services whose employment shall continue only so long as the particular occasion shall continue and who shall not be subject to the civil service rules of this Charter and of whom the qualifications elsewhere prescribed in this Charter shall not be required. [May 3, 1913, new sec. 105; rev. 1914, sec. 83; 1928 pub., sec. 83; 1942 recod., sec. 2-504; rev. Nov. 6, 1962.]</p>",/citycode/article/13542
2-605,2-6,605,Section 2-605 Requirements for All Officials.,"<p>No person shall at any time hold more than one office yielding pecuniary compensation under this Charter or under the Mayor, Council or any departments of the City, unless such offices are part-time or the hours of work of one of such offices do not conflict with the hours of the other office and such employment in different offices is expressly authorized by ordinance. [Ch. 1903, sec. 128; rev. 1914, sec. 85; 1928 pub., sec. 85; 1942 recod., sec. 2-505; am. Nov. 2, 1954; rev. Nov. 6, 1962.]</p>",/citycode/article/13543
2-606,2-6,606,"Section 2-606 City Contracts, Interest In.","<p>Any officer, agent or employee of the City who executes a contract with the City other than an employment contract, any grant, privilege or franchise from the City, who seeks to acquire any City property or interest therein, who seeks to transfer any property or interest therein to the City by sale, rental, lease or legal process of any kind for compensation from City funds, or who has a direct pecuniary interest in such contract, grant, privilege, franchise, or transfer sought by another, shall be disqualified from participating on behalf of the City in any negotiations and or proceedings relating thereto, and all such negotiations and proceedings shall be carried on by the person who would have acted in such officer's, agent's or employee's stead in his or her absence. Subject to statutory restrictions and limitations, such contracts, grants, privileges, franchises and transfers made in accordance with the foregoing provisions of this Section shall not be void by reason of such City position, but shall be voidable by the City for cause. If any officer, agent or employee of the City shall fail to disqualify himself or herself as aforesaid, the contract, grant, privilege, franchise or transfer shall be wholly void and unenforceable in the hands of any person other than a bona fide purchaser for value without notice, and the position of such officer, agent or employee shall immediately be forfeited and such position shall be vacant.</p>
<p>For the purpose of this Section, direct pecuniary interest in a contract, grant, privilege, franchise or transfer shall mean any interest in a partnership, any co-tenancy, a controlling or policy-determining ownership in or managerial control of an association, firm or corporation or its local office or agency, acting as a promoter of an association, firm or corporation, or any commission or brokerage arrangement with or receiving from the City such contract, grant, privilege, franchise or transfer.</p>
<p>Unless permitted by statute and notwithstanding the foregoing provisions of this Section, no Council member shall enter into any contract with the City, seek any grant, privilege or franchise from the City, acquire any City property or interest therein, or sell or transfer to the City without legal process any property or interest therein for compensation from City funds, or have any direct pecuniary interest in any such matters. No Council member shall have any direct ownership interest in any public utility subject to City regulation; however, this prohibition shall not apply to ownership in another association, firm or corporation which maintains varied investments, provided such other association, firm or corporation does not own a controlling interest in such public utility. If any Council member shall voluntarily acquire any direct pecuniary interest in any of such matters with the City while in office, such office shall at once become vacant. If the Council member shall become so interested otherwise than voluntarily, he or she shall within ninety (90) days divest himself or herself of such interest and upon failure to do so, his or her office shall become vacant upon the expiration of the said period of ninety (90) days. Any contract, grant, privilege, franchise or transfer made in violation of this paragraph shall be wholly void, and the City may recover property transferred by it or compensation paid by it and may retain any benefits received by it without right of recovery from it by quantum meruit action or otherwise. [Ch. 1903, sec. 135; rev. 1914, sec. 91; 1928 pub., sec. 91; 1942 recod., sec. 2-506; rev. Nov. 6, 1962.]</p>",/citycode/article/13544
2-607,2-6,607,Section 2-607 Appointments.,"<p>All appointments of officers, deputies and clerks, to be made under any provision of this Charter, must be made in writing and authenticated by the person or persons, board or officer, making the same. Any such writing must be filed with the Secretary of the Civil Service Board. [Ch. 1903, sec. 138; rev. 1914, sec. 93; 1928 pub., sec. 93; 1942 recod., sec. 2-507; rev. Nov. 6, 1962; am. May 20, 1986.]</p>",/citycode/article/13545
